obs	site	year	period	treatment	method	cl	notab
3544	DR	2013	After	Control	Snapshot	1	1
3545	DR	2013	After	Control	Snapshot	2	2
3546	DR	2013	After	Control	Snapshot	8	10
3547	DR	2013	After	Control	Snapshot	4	4
3548	DR	2013	After	Control	Snapshot	3	3
3549	DR	2013	After	Control	Snapshot	1	1
3550	DR	2013	After	Control	Snapshot	3	3
3551	DR	2013	After	Control	Snapshot	3	3
3552	DR	2013	After	Control	Snapshot	11	12
3553	DR	2013	After	Control	Snapshot	7	7
3554	DR	2013	After	Control	Snapshot	1	1
3555	DR	2013	After	Control	Snapshot	11	12
3556	DR	2013	After	Control	Snapshot	1	1
3557	DR	2013	After	Control	Snapshot	4	5
3558	DR	2013	After	Control	Snapshot	2	2
3559	DR	2014	After	Control	Snapshot	0	1
3560	DR	2014	After	Control	Snapshot	2	12
3561	DR	2014	After	Control	Snapshot	23	32
3562	DR	2014	After	Control	Snapshot	20	29
3563	DR	2014	After	Control	Snapshot	6	12
3564	DR	2014	After	Control	Snapshot	6	6
3565	DR	2014	After	Control	Snapshot	2	2
3566	DR	2014	After	Control	Snapshot	26	43
3567	DR	2014	After	Control	Snapshot	20	23
3568	DR	2014	After	Control	Snapshot	10	10
3569	DR	2014	After	Control	Snapshot	40	60
3570	DR	2014	After	Control	Snapshot	8	8
3571	DR	2014	After	Control	Snapshot	16	16
3572	DR	2014	After	Control	Snapshot	5	8
3573	DR	2014	After	Control	Snapshot	6	6
3574	DR	2014	After	Control	Snapshot	2	2
3575	DR	2014	After	Control	Snapshot	10	27
3576	DR	2014	After	Control	Snapshot	4	16
3577	DR	2014	After	Control	Snapshot	19	35
3578	DR	2014	After	Control	Snapshot	20	33
3579	DR	2014	After	Control	Snapshot	14	22
3580	DR	2014	After	Control	Snapshot	30	56
3581	DR	2014	After	Control	Snapshot	20	58
3582	DR	2014	After	Control	Snapshot	15	18
3583	DR	2014	After	Control	Snapshot	9	12
3584	DR	2014	After	Control	Snapshot	20	26
3585	DR	2014	After	Control	Snapshot	7	10
3586	DR	2014	After	Control	Snapshot	6	6
3587	DR	2014	After	Control	Snapshot	16	30
3588	DR	2014	After	Control	Snapshot	12	22
3589	DR	2014	After	Control	Snapshot	23	30
3590	DR	2014	After	Control	Snapshot	40	50
3591	DR	2014	After	Control	Snapshot	9	25
3592	DR	2014	After	Control	Snapshot	2	4
3593	DR	2014	After	Control	Snapshot	2	3
3594	DR	2014	After	Control	Snapshot	3	3
3595	DR	2014	After	Control	Snapshot	9	13
3596	DR	2014	After	Control	Snapshot	1	1
3597	DR	2014	After	Control	Snapshot	1	3
3598	DR	2014	After	Control	Snapshot	2	4
3599	DR	2014	After	Control	Snapshot	1	1
3600	DR	2014	After	Control	Snapshot	32	42
3601	DR	2014	After	Control	Snapshot	10	18
3602	DR	2014	After	Control	Snapshot	7	7
3603	DR	2014	After	Control	Snapshot	4	4
3604	DR	2014	After	Control	Snapshot	3	3
3605	DR	2014	After	Control	Snapshot	11	12
3606	DR	2014	After	Control	Snapshot	6	6
3607	DR	2014	After	Control	Snapshot	2	4
3608	DR	2014	After	Control	Snapshot	6	7
3609	DR	2014	After	Control	Snapshot	7	7
3610	DR	2014	After	Control	Snapshot	4	4
3611	DR	2014	After	Control	Snapshot	4	4
3612	DR	2014	After	Control	Snapshot	3	4
3613	DR	2014	After	Control	Snapshot	1	2
3614	DR	2014	After	Control	Snapshot	8	11
3615	DR	2014	After	Control	Snapshot	8	10
3616	DR	2014	After	Control	Snapshot	11	12
3617	DR	2014	After	Control	Snapshot	0	1
3618	DR	2014	After	Control	Snapshot	6	6
3619	DR	2014	After	Control	Snapshot	1	1
3620	DR	2014	After	Control	Snapshot	3	3
3621	DR	2014	After	Control	Snapshot	1	1
3622	DR	2014	After	Control	Snapshot	5	6
3623	DR	2014	After	Control	Snapshot	1	2
3624	DR	2014	After	Control	Snapshot	2	2
3625	DR	2014	After	Control	Snapshot	6	6
3626	DR	2014	After	Control	Snapshot	2	2
3627	DR	2014	After	Control	Snapshot	0	1
3628	DR	2014	After	Control	Snapshot	4	8
3629	DR	2014	After	Control	Snapshot	1	2
3630	DR	2014	After	Control	Snapshot	3	6
3631	DR	2014	After	Control	Snapshot	2	3
3632	DR	2014	After	Control	Snapshot	1	3
3633	DR	2014	After	Control	Snapshot	5	6
3634	DR	2014	After	Control	Snapshot	2	2
3635	DR	2014	After	Control	Snapshot	7	10
3636	DR	2014	After	Control	Snapshot	0	2
3637	DR	2014	After	Control	Snapshot	1	2
3638	DR	2014	After	Control	Snapshot	1	2
3639	DR	2014	After	Control	Snapshot	0	1
3640	DR	2014	After	Control	Snapshot	2	2
3641	DR	2014	After	Control	Snapshot	6	8
3642	DR	2014	After	Control	Snapshot	4	4
3643	DR	2014	After	Control	Snapshot	6	6
3644	DR	2014	After	Control	Snapshot	4	5
3645	DR	2014	After	Control	Snapshot	1	1
3646	DR	2014	After	Control	Snapshot	7	9
3647	DR	2014	After	Control	Snapshot	4	4
3648	DR	2014	After	Control	Snapshot	1	2
3649	DR	2014	After	Control	Snapshot	0	2
3650	DR	2014	After	Control	Snapshot	1	2
3651	DR	2014	After	Control	Snapshot	3	5
3652	DR	2014	After	Control	Snapshot	4	6
3653	DR	2014	After	Control	Snapshot	1	2
3654	DR	2014	After	Control	Snapshot	47	56
3655	DR	2014	After	Control	Snapshot	54	56
3656	DR	2014	After	Control	Snapshot	62	66
3657	DR	2014	After	Control	Snapshot	2	2
3658	DR	2014	After	Control	Snapshot	4	4
3659	DR	2014	After	Control	Snapshot	6	6
3660	DR	2014	After	Control	Snapshot	7	7
3661	DR	2014	After	Control	Snapshot	2	2
3662	DR	2014	After	Control	Snapshot	1	1
3663	DR	2014	After	Control	Snapshot	5	5
3664	DR	2014	After	Control	Snapshot	2	12
3665	DR	2014	After	Control	Snapshot	2	5
3666	DR	2014	After	Control	Snapshot	4	4
3667	DR	2014	After	Control	Snapshot	1	3
3668	DR	2014	After	Control	Snapshot	0	3
3669	DR	2014	After	Control	Snapshot	3	3
3670	DR	2014	After	Control	Snapshot	40	42
3671	DR	2014	After	Control	Snapshot	11	13
3672	DR	2014	After	Control	Snapshot	1	2
3673	DR	2014	After	Control	Snapshot	6	6
3674	DR	2014	After	Control	Snapshot	1	1
3675	DR	2014	After	Control	Snapshot	0	2
3676	DR	2014	After	Control	Snapshot	4	5
3677	DR	2016	After	Control	Snapshot	6	10
3678	DR	2016	After	Control	Snapshot	2	4
3679	DR	2016	After	Control	Snapshot	21	45
3680	DR	2016	After	Control	Snapshot	3	7
3681	DR	2016	After	Control	Snapshot	1	3
3682	DR	2016	After	Control	Snapshot	2	2
3683	DR	2016	After	Control	Snapshot	1	1
3684	DR	2016	After	Control	Snapshot	0	2
3685	DR	2016	After	Control	Snapshot	5	7
3686	DR	2016	After	Control	Snapshot	1	6
3687	DR	2016	After	Control	Snapshot	4	6
3688	DR	2016	After	Control	Snapshot	4	10
3689	DR	2016	After	Control	Snapshot	6	11
3690	DR	2016	After	Control	Snapshot	5	7
3691	DR	2016	After	Control	Snapshot	5	14
3692	DR	2016	After	Control	Snapshot	3	4
3693	DR	2016	After	Control	Snapshot	10	13
3694	DR	2016	After	Control	Snapshot	6	13
3695	DR	2016	After	Control	Snapshot	3	4
3696	DR	2016	After	Control	Snapshot	2	3
3697	DR	2016	After	Control	Snapshot	15	16
3698	DR	2016	After	Control	Snapshot	8	8
3699	DR	2016	After	Control	Snapshot	2	4
3700	DR	2016	After	Control	Snapshot	0	1
3701	DR	2016	After	Control	Snapshot	0	2
3702	DR	2016	After	Control	Snapshot	1	4
3703	DR	2016	After	Control	Snapshot	2	3
3704	DR	2016	After	Control	Snapshot	1	3
3705	DR	2016	After	Control	Snapshot	2	8
3706	DR	2016	After	Control	Snapshot	11	17
3707	DR	2016	After	Control	Snapshot	1	8
3708	DR	2016	After	Control	Snapshot	9	16
3709	DR	2016	After	Control	Snapshot	11	11
3710	DR	2016	After	Control	Snapshot	6	12
3711	DR	2016	After	Control	Snapshot	3	4
3712	DR	2016	After	Control	Snapshot	1	1
3713	DR	2016	After	Control	Snapshot	7	9
3714	DR	2016	After	Control	Snapshot	1	3
3715	DR	2016	After	Control	Snapshot	8	11
3716	DR	2016	After	Control	Snapshot	6	6
3717	DR	2016	After	Control	Snapshot	2	3
3718	DR	2016	After	Control	Snapshot	0	2
3719	DR	2016	After	Control	Snapshot	1	2
3720	DR	2016	After	Control	Snapshot	1	1
3721	DR	2016	After	Control	Snapshot	1	1
3722	DR	2016	After	Control	Snapshot	3	5
3723	NB	2005	Before	Control	Snapshot	3	4
3724	NB	2005	Before	Control	Snapshot	0	4
3725	NB	2005	Before	Control	Snapshot	0	2
3726	NB	2005	Before	Control	Snapshot	0	1
3727	NB	2005	Before	Control	Snapshot	4	4
3728	NB	2005	Before	Control	Snapshot	2	2
3729	NB	2005	Before	Control	Snapshot	2	4
3730	NB	2005	Before	Control	Snapshot	0	1
3731	NB	2005	Before	Control	Snapshot	0	5
3732	NB	2005	Before	Control	Snapshot	1	1
3733	NB	2005	Before	Control	Snapshot	1	2
3734	NB	2005	Before	Control	Snapshot	4	4
3735	NB	2005	Before	Control	Snapshot	1	2
3736	NB	2005	Before	Control	Snapshot	0	1
3737	NB	2005	Before	Control	Snapshot	2	2
3738	NB	2005	Before	Control	Snapshot	2	2
3739	NB	2006	Before	Control	Snapshot	0	1
3740	NB	2006	Before	Control	Snapshot	2	3
3741	NB	2006	Before	Control	Snapshot	2	4
3742	NB	2006	Before	Control	Snapshot	1	1
3743	NB	2006	Before	Control	Snapshot	1	1
3744	NB	2006	Before	Control	Snapshot	0	3
3745	NB	2006	Before	Control	Snapshot	3	6
3746	NB	2006	Before	Control	Snapshot	0	1
3747	NB	2006	Before	Control	Snapshot	0	1
3748	NB	2006	Before	Control	Snapshot	4	5
3749	NB	2006	Before	Control	Snapshot	1	2
3750	NB	2006	Before	Control	Snapshot	3	3
3751	NB	2006	Before	Control	Snapshot	1	2
3752	NB	2006	Before	Control	Snapshot	0	1
3753	NB	2007	Before	Control	Snapshot	2	2
3754	NB	2007	Before	Control	Snapshot	1	1
3755	NB	2007	Before	Control	Snapshot	2	3
3756	NB	2007	Before	Control	Snapshot	6	6
3757	NB	2007	Before	Control	Snapshot	8	8
3758	NB	2007	Before	Control	Snapshot	3	3
3759	NB	2007	Before	Control	Snapshot	7	7
3760	NB	2007	Before	Control	Snapshot	2	2
3761	NB	2007	Before	Control	Snapshot	1	1
3762	NB	2007	Before	Control	Snapshot	2	2
3763	NB	2007	Before	Control	Snapshot	3	4
3764	NB	2007	Before	Control	Snapshot	1	1
3765	NB	2010	Before	Control	Snapshot	0	7
3766	NB	2010	Before	Control	Snapshot	8	30
3767	NB	2010	Before	Control	Snapshot	2	4
3768	NB	2010	Before	Control	Snapshot	0	3
3769	NB	2010	Before	Control	Snapshot	0	3
3770	NB	2010	Before	Control	Snapshot	3	4
3771	NB	2010	Before	Control	Snapshot	1	5
3772	NB	2010	Before	Control	Snapshot	0	3
3773	NB	2010	Before	Control	Snapshot	0	1
3774	NB	2010	Before	Control	Snapshot	5	10
3775	NB	2010	Before	Control	Snapshot	9	10
3776	NB	2010	Before	Control	Snapshot	5	5
3777	NB	2010	Before	Control	Snapshot	4	6
3778	NB	2010	Before	Control	Snapshot	0	1
3779	NB	2010	Before	Control	Snapshot	0	1
3780	NB	2010	Before	Control	Snapshot	2	2
3781	NB	2010	Before	Control	Snapshot	2	2
3782	NB	2010	Before	Control	Snapshot	1	1
3783	NB	2010	Before	Control	Snapshot	1	1
3784	NB	2010	Before	Control	Snapshot	0	1
3785	NB	2011	After	Control	Snapshot	11	11
3786	NB	2011	After	Control	Snapshot	15	15
3787	NB	2011	After	Control	Snapshot	7	7
3788	NB	2011	After	Control	Snapshot	0	16
3789	NB	2011	After	Control	Snapshot	8	23
3790	NB	2011	After	Control	Snapshot	1	2
3791	NB	2011	After	Control	Snapshot	1	8
3792	NB	2011	After	Control	Snapshot	3	8
3793	NB	2011	After	Control	Snapshot	3	4
3794	NB	2011	After	Control	Snapshot	3	6
3795	NB	2011	After	Control	Snapshot	0	2
3796	NB	2011	After	Control	Snapshot	4	7
3797	NB	2011	After	Control	Snapshot	4	7
3798	NB	2011	After	Control	Snapshot	4	6
3799	NB	2011	After	Control	Marked racemes	1	7
3800	NB	2011	After	Control	Marked racemes	3	8
3801	NB	2011	After	Control	Marked racemes	1	1
3802	NB	2011	After	Control	Marked racemes	2	4
3803	NB	2011	After	Control	Marked racemes	2	3
3804	NB	2011	After	Control	Marked racemes	1	1
3805	NB	2011	After	Control	Marked racemes	0	2
3806	NB	2011	After	Control	Marked racemes	1	2
3807	NB	2011	After	Control	Marked racemes	0	1
3808	NB	2011	After	Control	Marked racemes	1	1
3809	NB	2013	After	Control	Snapshot	12	22
3810	NB	2013	After	Control	Snapshot	3	3
3811	NB	2013	After	Control	Snapshot	9	16
3812	NB	2013	After	Control	Snapshot	2	2
3813	NB	2013	After	Control	Snapshot	6	11
3814	NB	2013	After	Control	Snapshot	9	15
3815	NB	2013	After	Control	Snapshot	12	17
3816	NB	2013	After	Control	Snapshot	3	8
3817	NB	2013	After	Control	Snapshot	5	7
3818	NB	2013	After	Control	Snapshot	10	13
3819	NB	2013	After	Control	Snapshot	3	4
3820	NB	2013	After	Control	Snapshot	2	2
3821	NB	2013	After	Control	Snapshot	12	18
3822	NB	2013	After	Control	Snapshot	0	2
3823	NB	2013	After	Control	Snapshot	1	3
3824	NB	2014	After	Control	Snapshot	3	4
3825	NB	2014	After	Control	Snapshot	2	2
3826	NB	2014	After	Control	Snapshot	1	1
3827	NB	2014	After	Control	Snapshot	16	16
3828	NB	2014	After	Control	Snapshot	3	6
3829	NB	2014	After	Control	Snapshot	4	5
3830	NB	2014	After	Control	Snapshot	2	2
3831	NB	2014	After	Control	Snapshot	1	1
3832	NB	2014	After	Control	Snapshot	1	1
3833	NB	2014	After	Control	Snapshot	7	9
3834	NB	2014	After	Control	Snapshot	2	2
3835	NB	2014	After	Control	Snapshot	1	1
3836	NB	2014	After	Control	Snapshot	3	7
3837	NB	2014	After	Control	Snapshot	1	3
3838	NB	2015	After	Control	Snapshot	0	1
3839	NB	2015	After	Control	Snapshot	0	3
3840	NB	2016	After	Control	Snapshot	3	15
3841	NB	2016	After	Control	Snapshot	0	4
3842	NB	2016	After	Control	Snapshot	0	2
3843	NB	2016	After	Control	Snapshot	4	6
3844	NB	2016	After	Control	Snapshot	0	2
3845	NB	2016	After	Control	Snapshot	0	1
3846	NB	2016	After	Control	Snapshot	0	3
3847	NB	2016	After	Control	Snapshot	1	2
3848	NB	2016	After	Control	Snapshot	0	2
3849	NB	2016	After	Control	Snapshot	4	4
3850	NB	2016	After	Control	Snapshot	3	4
3851	Pop9	2010	Before	Control	Snapshot	1	2
3852	Pop9	2010	Before	Control	Snapshot	1	1
3853	Pop9	2010	Before	Control	Snapshot	1	1
3854	Pop9	2010	Before	Control	Snapshot	1	1
3855	Pop9	2010	Before	Control	Snapshot	1	2
3856	Pop9	2010	Before	Control	Snapshot	0	2
3857	Pop9	2010	Before	Control	Snapshot	3	8
3858	Pop9	2010	Before	Control	Snapshot	0	1
3859	Pop9	2010	Before	Control	Snapshot	0	1
3860	Pop9	2010	Before	Control	Snapshot	1	1
3861	Pop9	2010	Before	Control	Snapshot	0	4
3862	Pop9	2010	Before	Control	Snapshot	2	4
3863	Pop9	2010	Before	Control	Snapshot	1	2
3864	Pop9	2010	Before	Control	Snapshot	0	1
3865	Pop9	2010	Before	Control	Snapshot	1	2
3866	Pop9	2010	Before	Control	Snapshot	0	1
3867	Pop9	2010	Before	Control	Snapshot	2	3
3868	Pop9	2010	Before	Control	Snapshot	0	1
3869	Pop9	2010	Before	Control	Snapshot	2	2
3870	Pop9	2010	Before	Control	Snapshot	0	1
3871	Pop9	2010	Before	Control	Snapshot	0	1
3872	Pop9	2010	Before	Control	Snapshot	1	1
3873	Pop9	2010	Before	Control	Snapshot	0	3
3874	Pop9	2010	Before	Control	Snapshot	3	4
3875	Pop9	2010	Before	Control	Snapshot	2	3
3876	Pop9	2010	Before	Control	Snapshot	0	2
3877	Pop9	2010	Before	Control	Snapshot	0	1
3878	Pop9	2010	Before	Control	Snapshot	0	3
3879	Pop9	2010	Before	Control	Snapshot	1	1
3880	Pop9	2010	Before	Control	Snapshot	0	1
3881	Pop9	2010	Before	Control	Snapshot	2	3
3882	Pop9	2011	After	Control	Snapshot	1	6
3883	Pop9	2011	After	Control	Snapshot	1	2
3884	Pop9	2011	After	Control	Snapshot	0	1
3885	Pop9	2011	After	Control	Snapshot	0	1
3886	Pop9	2011	After	Control	Snapshot	0	1
3887	Pop9	2011	After	Control	Snapshot	0	2
3888	Pop9	2011	After	Control	Snapshot	2	4
3889	Pop9	2011	After	Control	Snapshot	4	6
3890	Pop9	2011	After	Control	Snapshot	0	1
3891	Pop9	2011	After	Control	Snapshot	6	7
3892	Pop9	2011	After	Control	Snapshot	3	5
3893	Pop9	2011	After	Control	Snapshot	2	2
3894	Pop9	2011	After	Control	Snapshot	1	3
3895	Pop9	2011	After	Control	Snapshot	5	5
3896	Pop9	2011	After	Control	Snapshot	2	2
3897	Pop9	2011	After	Control	Snapshot	0	1
3898	Pop9	2011	After	Control	Snapshot	1	2
3899	Pop9	2011	After	Control	Snapshot	2	2
3900	Pop9	2011	After	Control	Snapshot	0	1
3901	Pop9	2011	After	Control	Snapshot	3	5
3902	Pop9	2011	After	Control	Snapshot	3	7
3903	Pop9	2011	After	Control	Snapshot	1	2
3904	Pop9	2011	After	Control	Snapshot	2	4
3905	Pop9	2011	After	Control	Snapshot	0	2
3906	Pop9	2011	After	Control	Snapshot	0	2
3907	Pop9	2011	After	Control	Snapshot	6	7
3908	Pop9	2011	After	Control	Snapshot	2	3
3909	Pop9	2011	After	Control	Snapshot	1	6
3910	Pop9	2011	After	Control	Snapshot	0	1
3911	Pop9	2011	After	Control	Snapshot	0	6
3912	Pop9	2011	After	Control	Snapshot	1	2
3913	Pop9	2011	After	Control	Snapshot	2	5
3914	Pop9	2011	After	Control	Snapshot	3	4
3915	Pop9	2011	After	Control	Snapshot	1	3
3916	Pop9	2011	After	Control	Snapshot	0	2
3917	Pop9	2011	After	Control	Snapshot	0	5
3918	Pop9	2011	After	Control	Snapshot	2	6
3919	Pop9	2011	After	Control	Snapshot	2	6
3920	Pop9	2011	After	Control	Snapshot	2	2
3921	Pop9	2011	After	Control	Snapshot	2	4
3922	Pop9	2011	After	Control	Snapshot	0	3
3923	Pop9	2011	After	Control	Snapshot	0	12
3924	Pop9	2011	After	Control	Snapshot	2	4
3925	Pop9	2011	After	Control	Snapshot	1	3
3926	Pop9	2011	After	Control	Snapshot	1	1
3927	Pop9	2011	After	Control	Snapshot	3	7
3928	Pop9	2011	After	Control	Snapshot	1	2
3929	Pop9	2011	After	Control	Snapshot	0	1
3930	Pop9	2011	After	Control	Snapshot	3	5
3931	Pop9	2011	After	Control	Snapshot	16	27
3932	Pop9	2011	After	Control	Snapshot	0	1
3933	Pop9	2011	After	Control	Snapshot	3	4
3934	Pop9	2011	After	Control	Snapshot	0	1
3935	Pop9	2011	After	Control	Snapshot	1	1
3936	Pop9	2011	After	Control	Snapshot	1	1
3937	Pop9	2011	After	Control	Snapshot	1	1
3938	Pop9	2011	After	Control	Snapshot	4	5
3939	Pop9	2011	After	Control	Marked racemes	2	2
3940	Pop9	2011	After	Control	Marked racemes	1	1
3941	Pop9	2011	After	Control	Marked racemes	1	1
3942	Pop9	2011	After	Control	Marked racemes	1	1
3943	Pop9	2011	After	Control	Marked racemes	1	1
3944	Pop9	2011	After	Control	Marked racemes	0	2
3945	Pop9	2011	After	Control	Marked racemes	0	1
3946	Pop9	2011	After	Control	Marked racemes	0	1
3947	Pop9	2011	After	Control	Marked racemes	0	1
3948	Pop9	2011	After	Control	Marked racemes	0	2
3949	Pop9	2011	After	Control	Marked racemes	0	2
3950	Pop9	2011	After	Control	Marked racemes	2	2
3951	Pop9	2011	After	Control	Marked racemes	0	1
3952	Pop9	2011	After	Control	Marked racemes	0	2
3953	Pop9	2011	After	Control	Marked racemes	0	5
3954	Pop9	2011	After	Control	Marked racemes	1	1
3955	Pop9	2011	After	Control	Marked racemes	1	1
3956	Pop9	2011	After	Control	Marked racemes	1	1
3957	Pop9	2011	After	Control	Marked racemes	1	1
3958	Pop9	2011	After	Control	Marked racemes	2	4
3959	Pop9	2011	After	Control	Marked racemes	1	1
3960	Pop9	2011	After	Control	Marked racemes	1	3
3961	Pop9	2011	After	Control	Marked racemes	0	1
3962	Pop9	2011	After	Control	Marked racemes	1	7
3963	Pop9	2011	After	Control	Marked racemes	0	1
3964	Pop9	2011	After	Control	Marked racemes	0	1
3965	Pop9	2011	After	Control	Marked racemes	1	2
3966	Pop9	2011	After	Control	Marked racemes	0	1
3967	Pop9	2011	After	Control	Marked racemes	1	1
3968	Pop9	2011	After	Control	Marked racemes	0	5
3969	Pop9	2011	After	Control	Marked racemes	1	1
3970	Pop9	2011	After	Control	Marked racemes	0	1
3971	Pop9	2013	After	Control	Snapshot	0	36
3972	Pop9	2013	After	Control	Snapshot	1	1
3973	Pop9	2013	After	Control	Snapshot	1	3
3974	Pop9	2013	After	Control	Snapshot	0	1
3975	Pop9	2013	After	Control	Snapshot	1	1
3976	Pop9	2013	After	Control	Snapshot	1	9
3977	Pop9	2013	After	Control	Snapshot	6	20
3978	Pop9	2013	After	Control	Snapshot	2	11
3979	Pop9	2013	After	Control	Snapshot	0	3
3980	Pop9	2013	After	Control	Snapshot	0	5
3981	Pop9	2013	After	Control	Snapshot	0	3
3982	Pop9	2013	After	Control	Snapshot	6	11
3983	Pop9	2013	After	Control	Snapshot	0	1
3984	Pop9	2013	After	Control	Snapshot	0	4
3985	Pop9	2013	After	Control	Snapshot	2	5
3986	Pop9	2013	After	Control	Snapshot	0	6
3987	Pop9	2013	After	Control	Snapshot	1	1
3988	Pop9	2013	After	Control	Snapshot	1	3
3989	Pop9	2013	After	Control	Snapshot	2	12
3990	Pop9	2013	After	Control	Snapshot	0	1
3991	Pop9	2013	After	Control	Snapshot	1	5
3992	Pop9	2013	After	Control	Snapshot	0	1
3993	Pop9	2013	After	Control	Snapshot	1	4
3994	Pop9	2013	After	Control	Snapshot	3	3
3995	Pop9	2013	After	Control	Snapshot	0	1
3996	Pop9	2013	After	Control	Snapshot	1	1
3997	Pop9	2013	After	Control	Snapshot	0	1
3998	Pop9	2013	After	Control	Snapshot	0	3
3999	Pop9	2013	After	Control	Snapshot	0	6
4000	Pop9	2013	After	Control	Snapshot	1	1
4001	Pop9	2013	After	Control	Snapshot	2	4
4002	Pop9	2013	After	Control	Snapshot	0	9
4003	Pop9	2013	After	Control	Snapshot	3	10
4004	Pop9	2013	After	Control	Snapshot	1	1
4005	Pop9	2013	After	Control	Snapshot	0	5
4006	Pop9	2013	After	Control	Snapshot	5	7
4007	Pop9	2013	After	Control	Snapshot	0	3
4008	Pop9	2013	After	Control	Snapshot	8	26
4009	Pop9	2013	After	Control	Snapshot	3	7
4010	Pop9	2013	After	Control	Snapshot	6	16
4011	Pop9	2013	After	Control	Snapshot	0	7
4012	Pop9	2013	After	Control	Snapshot	2	8
4013	Pop9	2013	After	Control	Snapshot	1	2
4014	Pop9	2013	After	Control	Snapshot	2	4
4015	Pop9	2013	After	Control	Snapshot	1	2
4016	Pop9	2013	After	Control	Snapshot	1	6
4017	Pop9	2013	After	Control	Snapshot	2	4
4018	Pop9	2013	After	Control	Snapshot	3	6
4019	Pop9	2013	After	Control	Snapshot	0	3
4020	Pop9	2013	After	Control	Snapshot	5	5
4021	Pop9	2013	After	Control	Snapshot	1	2
4022	Pop9	2013	After	Control	Snapshot	1	2
4023	Pop9	2013	After	Control	Snapshot	3	8
4024	Pop9	2013	After	Control	Snapshot	0	1
4025	Pop9	2013	After	Control	Snapshot	0	1
4026	Pop9	2013	After	Control	Snapshot	0	2
4027	Pop9	2013	After	Control	Snapshot	0	6
4028	Pop9	2013	After	Control	Snapshot	1	5
4029	Pop9	2013	After	Control	Snapshot	1	10
4030	Pop9	2013	After	Control	Snapshot	0	1
4031	Pop9	2013	After	Control	Snapshot	0	2
4032	Pop9	2013	After	Control	Snapshot	0	5
4033	Pop9	2013	After	Control	Snapshot	0	1
4034	Pop9	2013	After	Control	Snapshot	2	4
4035	Pop9	2013	After	Control	Snapshot	3	5
4036	Pop9	2013	After	Control	Snapshot	3	7
4037	Pop9	2013	After	Control	Snapshot	4	8
4038	Pop9	2013	After	Control	Snapshot	1	10
4039	Pop9	2013	After	Control	Snapshot	2	6
4040	Pop9	2013	After	Control	Snapshot	3	5
4041	Pop9	2013	After	Control	Snapshot	3	13
4042	Pop9	2013	After	Control	Snapshot	0	8
4043	Pop9	2013	After	Control	Snapshot	0	2
4044	Pop9	2013	After	Control	Snapshot	3	7
4045	Pop9	2013	After	Control	Snapshot	2	2
4046	Pop9	2013	After	Control	Snapshot	0	5
4047	Pop9	2013	After	Control	Snapshot	2	3
4048	Pop9	2013	After	Control	Snapshot	0	3
4049	Pop9	2013	After	Control	Snapshot	1	1
4050	Pop9	2013	After	Control	Snapshot	1	1
4051	Pop9	2013	After	Control	Snapshot	0	1
4052	Pop9	2013	After	Control	Snapshot	0	1
4053	Pop9	2013	After	Control	Snapshot	2	3
4054	Pop9	2013	After	Control	Snapshot	0	2
4055	Pop9	2013	After	Control	Snapshot	0	1
4056	Pop9	2013	After	Control	Snapshot	2	2
4057	Pop9	2013	After	Control	Snapshot	0	4
4058	Pop9	2013	After	Control	Snapshot	0	6
4059	Pop9	2013	After	Control	Snapshot	3	4
4060	Pop9	2013	After	Control	Snapshot	1	2
4061	Pop9	2013	After	Control	Snapshot	0	1
4062	Pop9	2013	After	Control	Snapshot	1	4
4063	Pop9	2013	After	Control	Snapshot	0	2
4064	Pop9	2013	After	Control	Snapshot	1	1
4065	Pop9	2013	After	Control	Snapshot	1	3
4066	Pop9	2013	After	Control	Snapshot	2	10
4067	Pop9	2013	After	Control	Snapshot	3	4
4068	Pop9	2013	After	Control	Snapshot	0	3
4069	Pop9	2013	After	Control	Snapshot	0	1
4070	Pop9	2013	After	Control	Snapshot	2	6
4071	Pop9	2013	After	Control	Snapshot	2	5
4072	Pop9	2014	After	Control	Snapshot	5	9
4073	Pop9	2014	After	Control	Snapshot	2	3
4074	Pop9	2014	After	Control	Snapshot	0	6
4075	Pop9	2014	After	Control	Snapshot	2	2
4076	Pop9	2014	After	Control	Snapshot	2	2
4077	Pop9	2014	After	Control	Snapshot	1	1
4078	Pop9	2014	After	Control	Snapshot	1	1
4079	Pop9	2014	After	Control	Snapshot	1	8
4080	Pop9	2014	After	Control	Snapshot	6	35
4081	Pop9	2014	After	Control	Snapshot	6	26
4082	Pop9	2014	After	Control	Snapshot	5	7
4083	Pop9	2014	After	Control	Snapshot	1	5
4084	Pop9	2014	After	Control	Snapshot	1	14
4085	Pop9	2014	After	Control	Snapshot	1	3
4086	Pop9	2014	After	Control	Snapshot	5	23
4087	Pop9	2014	After	Control	Snapshot	7	19
4088	Pop9	2014	After	Control	Snapshot	5	15
4089	Pop9	2014	After	Control	Snapshot	1	8
4090	Pop9	2014	After	Control	Snapshot	4	6
4091	Pop9	2014	After	Control	Snapshot	1	3
4092	Pop9	2014	After	Control	Snapshot	3	7
4093	Pop9	2014	After	Control	Snapshot	4	5
4094	Pop9	2014	After	Control	Snapshot	4	9
4095	Pop9	2014	After	Control	Snapshot	0	1
4096	Pop9	2014	After	Control	Snapshot	4	14
4097	Pop9	2014	After	Control	Snapshot	2	4
4098	Pop9	2014	After	Control	Snapshot	4	4
4099	Pop9	2014	After	Control	Snapshot	5	10
